nro,tproc,as,ccon,finicio,fdesp,fvenc1,fvenc2,fres,tres,mat,justiciables,reccap,iep
14173,MEDIDA DE PROTECCION DE PERSONA,S,0,04/09/2014,15/02/2018,01/03/2018,15/03/2018,15/02/2018,7,F,1,0,jdofam0300pna
34487,MONITORIO APREMIO,S,0,26/12/2017,23/02/2018,09/03/2018,23/03/2018,23/02/2018,8,NA,2,4e3,jdopaz0100pna
3257/F,MEDIDA CAUTELAR ALIMENTOS PROVISORIOS,s,0,20/02/2018,21/02/2018,06/03/2018,20/03/2018,23/02/2018,7,F,2,0,jdocco0000ssa
15678,EJECUTIVO,S,0,02/06/2017,27/12/2017,14/02/2018,26/02/2018,02/02/2018,10,NA,2,17e3,jdopaz0000con
3665,MONITORIO EJECUTIVO,S,0,06/12/2017,13/12/2017,28/12/2017,15/02/2018,27/02/2018,8,NA,2,12926.91,jdopaz0000dia
4869Fº227-2017,MONITORIO EJECUTIVO,S,1,27/11/2017,19/02/2018,05/03/2018,19/03/2018,19/02/2018,8,NA,2,0,jdopaz0000col
34807,MONITORIO APREMIO,S,0,29/12/2017,16/02/2018,02/03/2018,16/03/2018,16/02/2018,8,NA,3,6790.91,jdopaz0100pna
21861,EJECUTIVO,S,0,28/07/2017,02/02/2018,20/02/2018,06/03/2018,08/02/2018,10,NA,2,42767,jdocco0501con
35010,MONITORIO EJECUTIVO,S,0,27/12/2017,07/02/2018,21/02/2018,07/03/2018,07/02/2018,8,NA,2,999,jdopaz0200pna
"821/18 ""L""",HOMOLOGACION DE CONVENIO,S,1,01/02/2018,06/02/2018,23/02/2018,09/03/2018,07/02/2018,2,L,2,0,jdocco0100cha
10248,DIVORCIO,S,0,01/11/2017,14/12/2017,15/03/2018,NA,15/02/2018,7,FALSE,2,0,jdofam0001col
34290,MONITORIO APREMIO,S,0,12/12/2017,01/02/2018,15/02/2018,01/03/2018,01/02/2018,8,NA,2,4511.5,jdopaz0200pna
49008,MONITORIO EJECUTIVO,S,0,22/12/2017,22/02/2018,08/03/2018,22/03/2018,22/02/2018,8,NA,2,47541.6,jdocco1002pna
2384,MONITORIO APREMIO,S,1,27/12/2017,14/02/2018,28/02/2018,NA,15/02/2018,8,NA,1,0,jdopaz0000nog
34379,MONITORIO APREMIO,S,0,26/12/2017,20/02/2018,06/03/2018,20/03/2018,20/02/2018,8,NA,3,5084.09,jdopaz0100pna
34642,MONITORIO EJECUTIVO,S,0,20/12/2017,01/02/2018,15/02/2018,01/03/2018,01/02/2018,8,NA,2,999,jdopaz0200pna
34543,MONITORIO APREMIO,S,0,26/12/2017,23/02/2018,09/03/2018,23/03/2018,23/02/2018,8,NA,2,5956.34,jdopaz0100pna
34993,MONITORIO EJECUTIVO,S,0,27/12/2017,08/02/2018,26/02/2018,12/03/2018,08/02/2018,8,NA,2,999,jdopaz0200pna
473/17,MONITORIO EJECUTIVO,S,0,22/12/2017,20/02/2018,09/03/2018,23/03/2018,23/02/2018,8,C,2,0,jdocco0100gch
16355,MONITORIO EJECUTIVO,S,0,06/10/2017,05/02/2018,21/02/2018,07/03/2018,06/02/2018,8,NA,2,12984.98,jdopaz0000con
34616,MONITORIO EJECUTIVO,S,0,19/12/2017,02/02/2018,16/02/2018,02/03/2018,02/02/2018,8,NA,2,3941.5,jdopaz0200pna
34776,MONITORIO APREMIO,S,0,26/12/2017,16/02/2018,02/03/2018,16/03/2018,16/02/2018,8,NA,2,8801.3,jdopaz0200pna
8862,DIVORCIO,S,0,05/04/2017,31/10/2017,14/12/2017,28/02/2018,21/02/2018,7,NA,2,0,jdofam0000dia
4562/17,EJECUTIVO,S,1,20/09/2017,08/02/2018,26/02/2018,12/03/2018,22/02/2018,10,C,2,0,jdopaz0000cha
34674,MONITORIO APREMIO,S,0,21/12/2017,07/02/2018,21/02/2018,07/03/2018,07/02/2018,8,NA,2,7862.56,jdopaz0200pna
34484,MONITORIO APREMIO,S,0,12/12/2017,05/02/2018,19/02/2018,05/03/2018,05/02/2018,8,NA,2,9755.92,jdopaz0200pna
11103/C-S2 Fº 170,DIVORCIO,S,1,19/09/2017,07/12/2017,08/02/2018,08/03/2018,14/02/2018,7,F,1,0,jdofam0100uru
34989,MONITORIO EJECUTIVO,S,0,27/12/2017,19/02/2018,05/03/2018,19/03/2018,19/02/2018,8,NA,2,3397,jdopaz0200pna
22406,HOMOLOGACION DE CONVENIO (CIVIL),S,0,14/12/2017,21/02/2018,07/03/2018,21/03/2018,21/02/2018,1,NA,2,0,jdofam0200pna
33466,EJECUCION DE HONORARIOS,s,0,31/10/2017,27/02/2018,13/03/2018,27/03/2018,27/02/2018,8,NA,2,3500,jdopaz0100pna
4640/17,APREMIO,S,1,09/11/2017,26/12/2017,09/02/2018,27/02/2018,05/02/2018,10,C,2,0,jdopaz0000cha
2174,MONITORIO EJECUTIVO,S,1,07/07/2017,22/02/2018,08/03/2018,NA,27/02/2018,8,NA,1,0,jdopaz0000nog
35670,MONITORIO APREMIO,S,0,29/12/2017,27/02/2018,13/03/2018,27/03/2018,27/02/2018,8,NA,2,5598.85,jdopaz0200pna
1841,DIVORCIO,S,0,04/12/2017,22/12/2017,26/02/2018,27/03/2018,05/03/2018,NA,F,2,0,jdofam0000fel
34088,MONITORIO APREMIO,s,0,13/12/2017,06/02/2018,20/02/2018,06/03/2018,06/02/2018,8,NA,4,7826.36,jdopaz0100pna
4387,VIOLENCIA FAMILIAR,s,0,21/02/2018,21/02/2018,24/02/2018,NA,21/02/2018,NA,NA,4,0,jdofam0000nog
17134,MEDIDA CAUTELAR DE REGIMEN DE COMUNICACION,S,0,23/03/2016,22/11/2017,06/12/2017,21/12/2017,01/02/2018,7,F,2,0,jdofam0300pna
1158/14,ROBO CALIFICADO,S,0,15/04/2014,14/02/2018,22/02/2018,02/03/2018,20/02/2018,7,P,1,0,jdofam0102con
34775,MONITORIO APREMIO,S,0,29/12/2017,22/02/2018,08/03/2018,22/03/2018,22/02/2018,8,NA,2,4762.81,jdopaz0100pna
33817,MONITORIO APREMIO,S,0,12/12/2017,07/02/2018,23/02/2018,09/03/2018,07/02/2018,8,NA,2,6837.16,jdopaz0100pna
34988,MONITORIO EJECUTIVO,S,0,29/12/2017,22/02/2018,08/03/2018,22/03/2018,22/02/2018,8,NA,2,7500,jdopaz0100pna
"11297/C-S2, Fº 5",VIOLENCIA FAMILIAR,S,1,27/11/2017,22/02/2018,27/02/2018,27/02/2018,26/02/2018,7,F,1,0,jdofam0100uru
35080,MONITORIO APREMIO,S,0,29/12/2017,27/02/2018,13/03/2018,27/03/2018,27/02/2018,8,NA,2,7063.18,jdopaz0100pna
3232,MONITORIO APREMIO,s,0,01/02/2018,02/02/2018,19/02/2018,05/03/2018,07/02/2018,8,C,2,0,jdocco0000ssa
13961,MONITORIO EJECUTIVO,S,0,21/12/2017,09/02/2018,27/02/2018,NA,27/02/2018,8,NA,2,9283.67,jdopaz0000uru
1938Fº93-2012,APREMIO,S,1,28/02/2012,28/02/2018,14/03/2018,28/03/2018,28/02/2018,10,NA,2,0,jdopaz0000col
14178,MONITORIO EJECUTIVO,S,0,02/02/2018,27/02/2018,13/03/2018,NA,07/03/2018,8,NA,2,9794.05,jdopaz0000uru
14078,MONITORIO APREMIO,S,0,28/12/2017,05/02/2018,21/02/2018,NA,21/02/2018,8,NA,2,4968.95,jdopaz0000uru
14407,COBRO DE PESOS,S,0,23/11/2016,14/12/2017,28/02/2018,12/04/2018,26/12/2017,10,NA,2,0,jdopaz0000con
6434,HOMOLOGACION DE CONVENIO (CIVIL),S,0,27/06/2014,21/12/2017,06/02/2018,NA,06/02/2018,7,F,2,0,jdofam0002col
34652,MONITORIO EJECUTIVO,s,0,28/12/2017,19/02/2018,05/03/2018,19/03/2018,19/02/2018,8,NA,2,771,jdopaz0100pna
2396,MONITORIO EJECUTIVO,S,1,29/12/2017,19/02/2018,05/03/2018,NA,23/02/2018,8,NA,1,0,jdopaz0000nog
49006,MONITORIO EJECUTIVO,s,0,22/12/2017,22/02/2018,08/03/2018,22/03/2018,22/02/2018,8,NA,2,37814.06,jdocco1002pna
34973,MONITORIO EJECUTIVO,S,0,27/12/2017,08/02/2018,26/02/2018,12/03/2018,08/02/2018,8,NA,2,4561.9,jdopaz0200pna
34071,MONITORIO APREMIO,S,0,13/12/2017,07/02/2018,23/02/2018,09/03/2018,07/02/2018,8,NA,2,6769,jdopaz0100pna
5854/17,HOMOLOGACION DE CONVENIO (CIVIL),S,0,12/12/2017,14/02/2018,28/02/2018,14/03/2018,20/02/2018,1,F,2,0,jdofam0000cha
22973,MONITORIO APREMIO,S,0,28/12/2017,14/02/2018,28/02/2018,14/03/2018,15/02/2018,8,NA,2,27116.07,jdocco0501con
4845Fº226-2017,MONITORIO EJECUTIVO,S,1,03/11/2017,20/02/2018,06/03/2018,20/03/2018,20/02/2018,8,NA,2,0,jdopaz0000col
12035/C/S1 Fº 197,DIVORCIO,S,1,07/06/2016,26/12/2017,23/02/2018,09/03/2018,28/02/2018,7,F,2,0,jdofam0002uru
34989,MONITORIO EJECUTIVO,S,0,29/12/2017,22/02/2018,08/03/2018,22/03/2018,22/02/2018,8,NA,2,15e3,jdopaz0100pna
5399,DECLARACION DE INCAPACIDAD,S,0,07/11/2011,12/12/2017,05/02/2018,26/02/2018,26/02/2018,7,NA,1,0,jdofam0000dia
34410,MONITORIO APREMIO,S,0,26/12/2017,09/02/2018,27/02/2018,13/03/2018,09/02/2018,8,NA,2,5788.29,jdopaz0100pna
35013,MONITORIO APREMIO,S,0,26/12/2017,19/02/2018,05/03/2018,19/03/2018,19/02/2018,8,NA,2,7548.51,jdopaz0100pna
10833,RESTRICCIONES A LA CAPACIDAD,S,0,06/04/2009,26/02/2018,19/03/2018,12/04/2018,26/02/2018,7,NA,4,0,jdofam0200pna
5650,MONITORIO APREMIO,S,0,27/12/2017,27/12/2017,14/02/2018,NA,14/02/2018,8,NA,2,651.4,jdopaz0000gay
34383,MONITORIO APREMIO,S,0,26/12/2017,19/02/2018,05/03/2018,19/03/2018,19/02/2018,8,NA,2,6307.99,jdopaz0100pna
12743,ORDINARIO FILIACION E INDEMNIZACION DE DAÑOS,S,0,28/07/2015,02/02/2018,06/04/2018,05/06/2018,28/02/2018,7,NA,3,0,jdofam0001gch
3425,MEDIDA CAUTELAR GENERICA,S,0,25/08/2017,28/11/2017,13/12/2017,NA,01/12/2017,NA,NA,5,0,jdofam0000nog
1686,MEDIDA DE PROTECCION EXCEPCIONAL,S,0,21/06/2017,19/02/2017,05/02/2018,21/02/2018,05/02/2018,NA,F,1,0,jdofam0000fel
34061,MONITORIO APREMIO,S,0,12/12/2017,14/02/2018,28/02/2018,14/03/2018,14/02/2018,8,NA,2,9229.89,jdopaz0100pna
34793,MONITORIO APREMIO,S,0,26/12/2017,27/02/2018,13/03/2018,27/03/2018,27/02/2018,8,NA,3,7499.47,jdopaz0200pna
34977,MONITORIO EJECUTIVO,S,0,27/12/2017,06/02/2018,20/02/2018,06/03/2018,06/02/2018,8,NA,2,6664,jdopaz0200pna
35534,MONITORIO APREMIO,S,0,06/02/2018,22/02/2018,08/03/2018,22/03/2018,22/02/2018,8,NA,2,6474.92,jdopaz0200pna
34981,MONITORIO EJECUTIVO,S,0,27/12/2017,09/02/2018,27/02/2018,13/03/2018,09/02/2018,8,NA,2,3941.5,jdopaz0200pna
34387,MONITORIO APREMIO,S,0,26/12/2017,19/02/2018,05/03/2018,19/03/2018,19/02/2018,8,NA,3,11607.14,jdopaz0100pna
8863,MONITORIO EJECUTIVO,S,0,12/10/2017,16/02/2018,02/03/2018,NA,16/02/2018,8,C,2,0,jdocco0100nog
34034,MONITORIO APREMIO,S,0,12/12/2017,02/02/2018,16/02/2018,02/03/2018,02/02/2018,8,NA,2,5640.41,jdopaz0100pna
35210,MONITORIO APREMIO,S,0,29/12/2017,28/02/2018,14/03/2018,28/03/2018,28/02/2018,8,NA,2,8012.27,jdopaz0100pna
13763,HOMOLOGACION DE CONVENIO (CIVIL),S,0,23/04/2014,14/11/2017,30/11/2017,15/12/2017,16/02/2018,7,F,1,0,jdofam0101con
1513,MONITORIO APREMIO,S,0,27/02/2018,08/02/2018,26/02/2018,12/03/2018,27/02/2018,8,C,2,0,jdopaz0000ssa
48807,MONITORIO EJECUTIVO,S,0,13/12/2017,15/02/2018,01/03/2018,15/03/2018,15/02/2018,8,NA,2,37369.8,jdocco1001pna
11251/C-S2 Fº 196,DIVORCIO,S,1,14/11/2017,27/02/2018,27/03/2018,02/05/2018,27/02/2018,7,F,1,0,jdofam0100uru
35468,MONITORIO APREMIO,S,0,29/12/2017,28/02/2018,14/03/2018,28/03/2018,28/02/2018,8,NA,2,5354.05,jdopaz0200pna
14110,MONITORIO APREMIO,S,0,01/02/2018,08/02/2018,26/02/2018,NA,26/02/2018,8,NA,3,2563.51,jdopaz0000uru
34635,MONITORIO APREMIO,S,0,20/12/2017,06/02/2018,20/02/2018,06/03/2018,06/02/2018,8,NA,2,14772.92,jdopaz0200pna
49432,MONITORIO APREMIO,s,0,01/02/2018,26/02/2018,12/03/2018,26/03/2018,26/02/2018,8,NA,2,204393.83,jdocco1002pna
35345,MONITORIO EJECUTIVO,S,0,06/02/2018,28/02/2018,14/03/2018,28/03/2018,28/02/2018,8,NA,2,19703.46,jdopaz0100pna
34799,MONITORIO APREMIO,S,0,29/12/2017,16/02/2018,02/03/2018,16/03/2018,16/02/2018,8,NA,2,5541.82,jdopaz0100pna
2437,MONITORIO APREMIO,S,1,01/02/2018,14/02/2018,28/02/2018,NA,15/02/2018,8,NA,1,0,jdopaz0000nog
1439,MONITORIO EJECUTIVO,S,1,20/10/2017,27/12/2017,14/02/2018,28/02/2018,08/02/2018,7,C,2,0,jdopaz0000lpa
35680,MONITORIO APREMIO,S,0,29/12/2017,26/02/2018,12/03/2018,26/03/2018,26/02/2018,8,NA,2,7871.71,jdopaz0200pna
3964,EJECUTIVO,S,1,12/09/2016,16/02/2018,02/03/2018,NA,19/02/2018,10,NA,2,0,jdopaz0000gch
4919,ACCIDENTE DE TRABAJO,S,1,14/10/2016,24/11/2017,09/02/2018,NA,09/02/2018,10,L,4,0,jdocco0200nog
2187,MONITORIO EJECUTIVO,S,1,04/08/2017,20/02/2018,06/03/2018,NA,26/02/2018,8,NA,1,0,jdopaz0000nog
20722,EJECUTIVO,S,0,24/10/2016,06/02/2018,22/02/2018,08/03/2018,22/02/2018,10,NA,2,26249,jdocco0502con
35149,MONITORIO EJECUTIVO,S,0,29/12/2017,16/02/2018,02/03/2018,16/03/2018,16/02/2018,8,NA,2,3397,jdopaz0200pna
34987,MONITORIO EJECUTIVO,S,0,29/12/2017,22/02/2018,08/03/2018,22/03/2018,22/02/2018,8,NA,2,13500,jdopaz0100pna
10310 3,RESTRICCIONES A LA CAPACIDAD,S,0,27/09/2010,04/12/2017,27/12/2017,19/02/2018,05/02/2018,NA,NA,3,0,jdofam0100pna
34430,MONITORIO APREMIO,S,0,26/12/2017,05/02/2018,19/02/2018,05/03/2018,05/02/2018,8,NA,2,4250.4,jdopaz0100pna
3657,MONITORIO EJECUTIVO,S,0,05/12/2017,12/12/2017,27/12/2017,14/02/2018,26/02/2018,8,NA,2,20251,jdopaz0000dia
13446/C/S1 Fº52,HOMOLOGACION DE CONVENIO (CIVIL),S,1,12/12/2017,29/12/2017,16/02/2017,02/03/2017,22/02/2018,7,F,2,0,jdofam0100uru
4741/17,MONITORIO EJECUTIVO,S,1,27/12/2017,02/02/2018,20/02/2018,06/03/2018,23/02/2018,8,C,2,0,jdopaz0000cha
4863Fº227-2017,APREMIO,S,1,17/11/2017,26/02/2018,08/03/2018,22/03/2018,26/02/2018,10,NA,2,0,jdopaz0000col
35103,MONITORIO EJECUTIVO,S,0,29/12/2017,16/02/2018,02/03/2018,16/03/2018,16/02/2018,8,NA,2,14e3,jdopaz0200pna
13340/C/S1 Fº33,DIVORCIO,S,1,27/10/2017,26/02/2018,26/02/2018,26/02/2018,26/02/2018,7,F,2,0,jdofam0100uru
593/17,MONITORIO EJECUTIVO,S,0,01/09/2017,10/11/2017,28/11/2017,NA,26/02/2018,8,C,2,0,jdopaz0000vil
10851 Fº127 LXIII,INCIDENTE DE LIQUIDACION,S,1,02/06/2017,13/12/2017,18/12/2017,13/02/2018,27/02/2018,7,F,1,0,jdofam0100uru
16648,MONITORIO EJECUTIVO,S,0,09/11/2017,15/02/2018,01/03/2018,15/03/2018,28/02/2018,8,NA,2,20350,jdopaz0000con
34453,MONITORIO APREMIO,S,0,12/12/2017,09/02/2018,27/02/2018,13/03/2018,09/02/2018,8,NA,2,5653.66,jdopaz0200pna
34505,MONITORIO APREMIO,S,0,26/12/2017,26/02/2018,12/03/2018,26/03/2018,26/02/2018,8,NA,2,4626.4,jdopaz0100pna
1391-35-18,COBRO DE PESOS,S,1,16/02/2018,22/02/2018,22/02/2018,22/02/2018,22/02/2018,4,L,2,241625.91,jdocco0100col
3290,EJECUTIVO,S,1,09/12/2015,16/02/2018,02/03/2018,NA,21/02/2018,10,NA,2,0,jdopaz0000gch
4842Fº226-2017,MONITORIO EJECUTIVO,S,1,03/11/2017,20/02/2018,06/03/2018,20/03/2018,20/02/2018,8,NA,2,0,jdopaz0000col
33833,MONITORIO APREMIO,S,0,12/12/2017,09/02/2018,27/02/2018,13/03/2018,09/02/2018,8,NA,3,7503.43,jdopaz0100pna
1425,MONITORIO EJECUTIVO,S,1,13/10/2017,27/12/2017,14/02/2018,28/02/2018,09/02/2018,7,C,2,0,jdopaz0000lpa
4999/18,MONITORIO EJECUTIVO,S,1,09/02/2018,22/02/2018,08/03/2018,22/03/2018,22/02/2018,8,NA,2,0,jdopaz0000col
2390,MONITORIO EJECUTIVO,S,1,27/12/2017,14/02/2018,28/02/2018,NA,19/02/2018,8,NA,1,0,jdopaz0000nog
34853,MONITORIO APREMIO,S,0,26/12/2017,27/02/2018,13/03/2018,27/03/2018,27/02/2018,8,NA,3,7334.45,jdopaz0200pna
4796,ORDINARIO DAÑOS Y PERJUICIOS,S,1,23/05/2017,02/02/2018,20/02/2018,NA,14/02/2018,10,L,4,0,jdocco0200vil
395/17,MONITORIO EJECUTIVO,S,0,14/11/2017,09/02/2018,01/03/2018,15/03/2018,15/02/2018,8,C,2,29873.8,jdocco0100gch
715/17,MONITORIO EJECUTIVO,S,0,04/10/2017,23/10/2017,06/11/2017,NA,16/02/2018,8,C,2,0,jdopaz0000vil
17529,SUMARISIMO (CIVIL),S,1,29/10/2013,27/09/2017,27/10/2017,28/11/2017,01/03/2018,10,NA,10,0,jdocco0700pna
49073,MONITORIO EJECUTIVO,S,0,22/12/2017,26/02/2018,12/03/2018,26/03/2018,26/02/2018,8,NA,2,32404.51,jdocco1001pna
35000,MONITORIO EJECUTIVO,S,0,27/12/2017,16/02/2018,02/03/2018,16/03/2018,16/02/2018,8,NA,2,3606,jdopaz0200pna
34327,MONITORIO APREMIO,S,0,12/12/2017,09/02/2018,27/02/2018,13/03/2018,09/02/2018,8,NA,2,20254.12,jdopaz0200pna
34579,MONITORIO EJECUTIVO,S,0,27/12/2017,06/02/2018,20/02/2018,06/03/2018,06/02/2018,8,NA,2,3399.1,jdopaz0100pna
34768,MONITORIO APREMIO,S,0,29/12/2017,26/02/2018,12/03/2018,26/03/2018,26/02/2018,8,NA,3,4282.6,jdopaz0100pna
4903Fº229-2017,MONITORIO EJECUTIVO,S,1,12/12/2017,16/02/2018,02/03/2018,16/03/2018,19/02/2018,8,NA,2,0,jdopaz0000col
16326,MONITORIO EJECUTIVO,S,0,06/10/2017,05/02/2018,21/02/2018,07/03/2018,09/02/2018,8,NA,2,4203.81,jdopaz0000con
1774,DIVORCIO,S,0,22/09/2017,01/12/2017,02/02/2018,06/04/2018,05/03/2018,NA,F,2,0,jdofam0000fel
22907,MONITORIO EJECUTIVO,S,0,27/12/2017,09/02/2018,27/02/2018,13/03/2018,15/02/2018,8,NA,2,84924.62,jdocco0501con
34638,MONITORIO EJECUTIVO,S,0,20/12/2017,06/02/2018,20/02/2018,06/03/2018,06/02/2018,8,NA,2,6039.2,jdopaz0200pna
34951,MONITORIO APREMIO,S,0,27/12/2017,08/02/2018,26/02/2018,12/03/2018,08/02/2018,8,NA,2,3545.39,jdopaz0200pna
20757,ACCION DE AMPARO,S,0,23/02/2018,28/02/2018,03/03/2018,NA,02/03/2018,7,F,4,0,jdofam0300pna
35518,MONITORIO APREMIO,S,0,29/12/2017,28/02/2018,14/03/2018,28/03/2018,28/02/2018,8,NA,2,5868.62,jdopaz0200pna
19610,DIVORCIO,S,0,13/12/2017,15/02/2018,17/04/2018,18/06/2018,15/02/2018,1,F,2,0,jdofam0101con
34780,MONITORIO APREMIO,S,0,29/12/2017,23/02/2018,09/03/2018,23/03/2018,23/03/2018,8,NA,2,13642.52,jdopaz0100pna
34554,MONITORIO APREMIO,S,0,13/12/2017,28/02/2018,14/03/2018,28/03/2018,28/02/2018,8,NA,2,5372.2,jdopaz0200pna
13203/C/S1 Fº10,DIVORCIO,S,1,21/09/2017,11/12/2017,09/02/2018,09/03/2018,21/02/2018,7,F,2,0,jdofam0100uru
14880,DIVORCIO,S,0,19/09/2017,02/02/2018,14/03/2018,28/03/2018,28/02/2018,7,NA,2,0,jdofam0001gch
211112,HOMOLOGACION DE CONVENIO (CIVIL),S,0,06/10/2017,20/02/2018,06/03/2018,20/03/2018,21/02/2018,NA,NA,2,0,jdofam0400pna
16731,MONITORIO EJECUTIVO,S,0,21/11/2017,15/12/2017,01/02/2018,15/02/2018,19/02/2018,8,NA,2,3649,jdopaz0000con
34366,MONITORIO APREMIO,S,0,12/12/2017,01/02/2018,15/02/2018,01/03/2018,01/02/2018,8,NA,3,14499.77,jdopaz0200pna
34876,MONITORIO APREMIO,S,0,26/12/2017,20/02/2018,06/03/2018,20/03/2018,20/02/2018,8,NA,2,7443.42,jdopaz0200pna
34524,MONITORIO APREMIO,S,0,26/12/2017,26/02/2018,12/03/2018,26/03/2018,26/02/2018,8,NA,2,6189.4,jdopaz0100pna
34881,MONITORIO APREMIO,S,0,26/12/2017,20/02/2018,06/03/2018,20/03/2018,20/02/2018,8,NA,2,0,jdopaz0200pna
34892,MONITORIO APREMIO,S,0,26/12/2017,21/02/2018,07/03/2018,21/03/2018,21/02/2018,8,NA,2,6135.61,jdopaz0200pna
33869,MONITORIO APREMIO,S,0,12/12/2017,01/02/2018,15/02/2018,01/03/2018,01/02/2018,8,NA,2,3582.05,jdopaz0100pna
7991,ORDINARIO (CIVIL),S,0,29/12/2016,06/11/2017,07/02/2018,05/04/2018,28/02/2018,NA,NA,3,0,jdocco0600con
12292/C/S1 Fº42,ORDINARIO IMPUGNACION DE PATERNIDAD,S,1,22/09/2016,11/12/2017,09/02/2018,09/03/2018,08/02/2018,7,F,2,0,jdofam0100uru
49013,MONITORIO EJECUTIVO,s,0,22/12/2017,28/02/2018,14/03/2018,28/03/2018,28/02/2018,8,NA,2,40468.13,jdocco1002pna
34908,MONITORIO APREMIO,S,0,29/12/2017,22/02/2018,08/03/2018,22/03/2018,22/02/2018,8,NA,2,7488.03,jdopaz0100pna
22870,MONITORIO EJECUTIVO,S,0,26/12/2017,06/02/2018,22/02/2018,08/03/2018,22/02/2018,8,NA,2,59504.09,jdocco0502con
35007,MONITORIO EJECUTIVO,S,0,27/12/2017,06/02/2018,20/02/2018,06/03/2018,06/02/2018,8,NA,2,1219.7,jdopaz0200pna
19986,MEDIDA DE PROTECCION EXCEPCIONAL,S,0,20/09/2017,08/02/2018,26/02/2018,12/03/2018,06/03/2018,7,F,1,0,jdofam0300pna
33822,MONITORIO APREMIO,S,0,12/12/2017,08/02/2018,26/02/2018,12/03/2018,08/02/2018,8,NA,2,19245.83,jdopaz0100pna
48852,MONITORIO EJECUTIVO,S,0,18/12/2017,06/02/2018,22/02/2018,08/03/2018,06/02/2018,6,NA,2,24716.26,jdocco1001pna
448/17,MONITORIO EJECUTIVO,S,0,12/12/2017,20/02/2018,15/03/2018,03/04/2018,01/03/2018,8,C,1,24862.95,jdocco0100gch
49057,MONITORIO EJECUTIVO,S,0,22/12/2017,23/02/2018,09/03/2018,23/03/2018,23/02/2018,8,NA,2,21564.4,jdocco1001pna
49209,MONITORIO EJECUTIVO,S,0,29/12/2017,15/02/2018,01/03/2018,15/03/2018,16/02/2018,8,NA,2,28e3,jdocco1001pna
48847,MONITORIO EJECUTIVO,S,0,18/12/2017,07/02/2018,23/02/2018,09/03/2018,07/02/2018,8,NA,2,45150.27,jdocco1001pna
35675,MONITORIO APREMIO,S,0,29/12/2017,26/02/2018,12/03/2018,26/03/2018,26/02/2018,8,NA,3,9473.37,jdopaz0200pna
1038,ALIMENTOS Y LITIS EXPENSAS,S,0,31/10/2013,18/12/2017,02/02/2018,16/02/2018,26/02/2018,7,F,2,0,jdofam0000vil
35615,MONITORIO APREMIO,S,0,29/12/2017,27/02/2018,13/03/2018,27/03/2018,27/02/2018,8,NA,2,4762.58,jdopaz0200pna
35057,MONITORIO APREMIO,S,0,29/12/2017,27/02/2018,13/03/2018,27/03/2018,27/02/2018,8,NA,3,3847.54,jdopaz0100pna
22931,MONITORIO APREMIO,S,0,28/12/2017,14/02/2018,28/02/2018,14/03/2018,15/02/2018,8,NA,2,30679.62,jdocco0501con
14171,MONITORIO EJECUTIVO,S,0,02/02/2018,27/02/2018,13/03/2018,NA,06/03/2018,8,NA,2,11946.76,jdopaz0000uru
48862,MONITORIO EJECUTIVO,S,0,18/12/2017,02/02/2018,20/02/2018,06/03/2018,02/02/2018,8,NA,2,48356.22,jdocco1001pna
5721/17 P,AMENAZAS,S,0,25/10/2017,26/02/2018,05/03/2018,12/03/2018,27/02/2018,7,P,4,0,jdofam0000cha
34368,MONITORIO APREMIO,S,0,26/12/2017,20/02/2018,06/03/2018,20/03/2018,20/02/2018,8,NA,2,3864,jdopaz0100pna
34568,MONITORIO APREMIO,S,0,15/12/2017,05/02/2018,19/02/2018,05/03/2018,05/02/2018,8,NA,2,16713.94,jdopaz0200pna
385/17,MONITORIO EJECUTIVO,S,0,09/11/2017,09/02/2018,01/03/2018,15/03/2018,16/02/2018,8,C,2,45189.3,jdocco0100gch
22795,MONITORIO APREMIO,S,0,15/12/2017,01/02/2018,19/02/2018,05/03/2018,08/02/2018,8,NA,2,22301.72,jdocco0501con
22124,ALIMENTOS,S,0,12/10/2017,09/02/2018,27/02/2018,09/02/2018,13/03/2018,7,NA,2,0,jdofam0200pna
2343,APREMIO,S,1,01/11/2017,16/02/2018,02/03/2018,NA,21/02/2018,10,NA,1,0,jdopaz0000nog
21641,DIVORCIO,S,0,09/02/2018,28/02/2018,16/04/2018,30/05/2018,01/03/2018,NA,NA,2,0,jdofam0400pna
11020/C-S2 Fº 155,MEDIDA DE PROTECCION EXCEPCIONAL,S,1,18/08/2017,15/02/2018,01/03/2018,01/03/2018,15/02/2018,7,F,1,0,jdofam0002uru
4355,VIOLENCIA DE GENERO,S,0,06/02/2018,09/02/2018,12/02/2018,NA,09/02/2018,NA,NA,2,0,jdofam0000nog
49581,MONITORIO APREMIO,S,0,07/02/2018,28/02/2018,14/03/2018,28/03/2018,28/02/2018,8,NA,2,382479.94,jdocco1002pna
15276 3,GUARDA CON FINES DE ADOPCION,S,0,03/12/2012,24/07/2017,21/08/2017,18/09/2017,19/12/2017,0,NA,12,0,jdofam0100pna
22377,ALIMENTOS,S,0,12/12/2017,07/03/2018,21/03/2018,09/04/2018,07/03/2018,2,NA,3,0,jdofam0200pna
647/,HOMOLOGACION DE CONVENIO,S,NA,26/09/2017,05/02/2018,14/02/2018,/  /,05/02/2018,10,F,0,NA,jdocco0000vpa
